Store_Name,Address,Address Line #2,City,State,Zip,Zip4,County,Location 1
CUMBERLAND FARMS  8028,146 College Pkwy,,Colchester,VT,5446,3014,CHITTENDEN ,"(44.492985, -73.167885)"
CUMBERLAND FARMS  8025,524 N Main St,,Barre,VT,5641,2504,WASHINGTON ,"(44.207462, -72.513252)"
CUMBERLAND FARMS  8024,37 Berlin St,,Montpelier,VT,5602,3532,WASHINGTON ,"(44.255924, -72.575897)"
CUMBERLAND FARMS 8023,20 Lower Main St,,Morrisville,VT,5661,4478,LAMOILLE ,"(44.561638, -72.598976)"
CUMBERLAND FARMS  8019,454 Riverside Ave,,Burlington,VT,5401,1452,CHITTENDEN ,"(44.488411, -73.200455)"
BRISTOL COUNTRY STORE,3191 S 116 Rd,,Bristol,VT,5443,5130,ADDISON ,"(44.086323, -73.089607)"
CUMBERLAND FARMS  8027,132 S Main St,,Barre,VT,5641,4809,WASHINGTON ,"(44.189529, -72.498306)"
CUMBERLAND FARMS  8018,661 Pine St,,Burlington,VT,5401,4921,CHITTENDEN ,"(44.460968, -73.214577)"
Rite Aid 10313,2 Chester Rd,Ste 25,Springfield,VT,5156,2953,WINDSOR ,"(43.303715, -72.492638)"
CUMBERLAND FARMS  8016,56 E Main St,,Richmond,VT,5477,,CHITTENDEN ,"(44.404568, -72.991829)"
B & B CASH MARKET,9 BEANVILLE ROAD,,WEST FAIRLEE,VT,5083,,ORANGE ,"(43.909237, -72.262993)"
BAKER'S STORE,7788 VT Route 113,,Post Mills,VT,5058,9900,ORANGE ,"(43.88353, -72.261681)"
SPRINGFIELD FOOD CO-OP INC,335 River St,Ste 1,Springfield,VT,5156,2244,WINDSOR ,"(43.318008, -72.504211)"
Hubbards Store,38 VT Route 125,,Hancock,VT,5748,9729,ADDISON ,"(43.926254, -72.842117)"
LISAIS CHESTER MARKET INC,ROUTE 103,,CHESTER,VT,5143,707,WINDSOR ,"(43.373833, -72.63443)"
CUMBERLAND FARMS 8007,1167 Hartford Ave,,White Riv Jct,VT,5001,8065,WINDSOR ,"(43.665173, -72.312714)"
4 CORNERS MINI MART,298 VT Route 101,,North Troy,VT,5859,9218,ORLEANS ,"(44.960697, -72.413269)"
HILLIKERS STORE,2519 VT Route 105,,Newport Ctr,VT,5857,9518,ORLEANS ,"(44.931259, -72.288628)"
STEWARTS SHOP #199,7594 Route 7,,Pownal,VT,5261,9491,BENNINGTON ,"(42.750607, -73.214897)"
SIMONS STORE,42 Park St,,Burlington,VT,5401,4326,CHITTENDEN ,"(44.481674, -73.219101)"
WHITE RIVER DISCOUNT FOODS,80 Sykes Mountain Ave,,White Riv Jct,VT,5001,2099,WINDSOR ,"(43.646358, -72.334106)"
MINORS COUNTRY STORE,874 Main St,,Fairfax,VT,5454,9519,CHITTENDEN ,"(44.653469, -73.000244)"
LUCIER STORE,4167 MAIN ST,RTE 105,NEWPORT CTR,VT,5857,,ORLEANS ,"(44.976311, -72.256973)"
Bimbo Bakeries 8683,69 Park St,,Rutland,VT,5701,4708,RUTLAND ,"(43.595596, -72.975998)"
Bimbo Bakeries 8817,374 US Route 302,,Barre,VT,5641,2240,WASHINGTON ,"(44.217705, -72.538452)"
B & B ENTERPRISES BARTON,MAIN ST,,BARTON,VT,5822,237,ORLEANS ,"(44.745827, -72.174278)"
MARTYS 1ST STOP,US ROUTE 2,,DANVILLE,VT,5828,30,CALEDONIA ,"(44.408241, -72.190582)"
PRICE CHOPPER #165 120,555 Shelburne Rd,,Burlington,VT,5401,5050,CHITTENDEN ,"(44.449455, -73.209137)"
PRICE CHOPPER  131,38 Rutland Shopping Plz,,Rutland,VT,5701,5201,RUTLAND ,"(43.604321, -72.979561)"
PRICE CHOPPER  122,5 MAIN ST,,WEST RUTLAND,VT,5777,,RUTLAND ,"(43.608471, -72.972275)"
PRICE CHOPPER  123,168 Ames Dr,,Barre,VT,5641,2373,WASHINGTON ,"(44.222965, -72.54734)"
PRICE CHOPPER 125,263 Depot St,Ste 11,Manchester Center,VT,5255,9622,BENNINGTON ,"(43.174824, -73.052841)"
PRICE CHOPPER 177,2725 US Route 5 N,,Windsor,VT,5089,9492,WINDSOR ,"(43.486275, -72.385422)"
PRICE CHOPPER 136,499 Canal St,,Brattleboro,VT,5301,7112,WINDHAM ,"(42.838814, -72.565277)"
PRICE CHOPPER 137,15 Munson Ave,,Morrisville,VT,5661,,LAMOILLE ,"(44.569138, -72.594391)"
WILLARD STREET MARKET,141 N Willard St,,Burlington,VT,5401,3316,CHITTENDEN ,"(44.484779, -73.205948)"
NICHOLS GENERAL STORE,MAIN STREET,,DANBY,VT,5739,,RUTLAND ,"(43.346691, -72.99633)"
JIFFY MART 12,100 State St,,Rutland,VT,5701,2836,RUTLAND ,"(43.609123, -72.98275)"
Schwans Home Service COLCHESTER DEPOT #111070 111070,30 Jimmo Dr,,Colchester,VT,5446,7993,CHITTENDEN ,"(44.593437, -73.16909)"
BOB'S QUICK STOP,6196 Route 14,,Irasburg,VT,5845,9305,ORLEANS ,"(44.787792, -72.299614)"
ANDRE PERRON,69 Raymond Ter,,Glover,VT,5839,9654,ORLEANS ,"(44.701859, -72.191063)"
INTERVALE COMMUNITY FARM,281 Intervale Road,,Burlington,VT,5401,,CHITTENDEN ,"(44.497715, -73.207428)"
STEWARTS SHOP  198,110 Main St,,West Rutland,VT,5777,9612,RUTLAND ,"(43.600994, -72.970833)"
UPPER VALLEY CO OP,193 N Main St,,White Riv Jct,VT,5001,7044,WINDSOR ,"(43.650055, -72.32206)"
Stewarts Shop 191,217 Main St,,Poultney,VT,5764,1191,RUTLAND ,"(43.517063, -73.237206)"
STEWARTS SHOP  190,8 Dutton Ave,,Fair Haven,VT,5743,1108,RUTLAND ,"(43.600792, -73.261665)"
STEWARTS SHOP  192,140 Strongs Ave,,Rutland,VT,5701,4444,RUTLAND ,"(43.59956, -72.971741)"
WAYSIDE COUNTRY STORE,3307 VT Route 313 W,,West Arlington,VT,5250,8928,BENNINGTON ,"(43.098919, -73.205414)"
STEWARTS SHOP  195,713 Main St,,Bennington,VT,5201,2148,BENNINGTON ,"(42.878571, -73.187553)"
STEWARTS SHOP  194,81 State St,,Rutland,VT,5701,2837,RUTLAND ,"(43.609337, -72.981178)"
SHELDON MINI MART INC,2824 VT Route 105,,SHELDON SPRINGS,VT,5483,,FRANKLIN ,"(44.903324, -72.975883)"
LEGARE FARM STAND,ROUTE 14,,CALAIS,VT,5666,,WASHINGTON ,"(44.30714, -72.447166)"
READSBORO GENERAL STORE,6828 Main St,,Readsboro,VT,5350,9806,BENNINGTON ,"(42.773693, -72.951256)"
J & M Groceries,68 Archibald St,,Burlington,VT,5401,4223,CHITTENDEN ,"(44.487846, -73.211433)"
DOTS MARKET,22 Archibald St,,Burlington,VT,5401,4222,CHITTENDEN ,"(44.487766, -73.213264)"
WINGS SUPERMRKT-E THETFORD,MAIN STREET RT 5,,EAST THETFORD,VT,5043,,ORANGE ,"(43.785812, -72.255508)"
B & B ENTERPRISES,165 NELSON HILL RD,,DERBY,VT,5829,237,ORLEANS ,"(44.959839, -72.124496)"
RIVERBEND MARKETPLACE,625 VT Route 30,,Townshend,VT,5353,9717,WINDHAM ,"(43.028004, -72.657822)"
FOREST DALE GROCERY & DELI,FURNACE RD,,FOREST DALE,VT,5745,,RUTLAND ,"(43.827698, -73.0541)"
Bimbo Bakeries 8820,338 Boyer Cir,,Williston,VT,5495,8961,CHITTENDEN ,"(44.444313, -73.133171)"
Stewarts Shop 193,3784 VT Route 7A,,Arlington,VT,5250,4408,BENNINGTON ,"(43.073135, -73.154518)"
